"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_stolen_base","r_run","r_stolen_base_pct","woba","bacon","xbacon","xbadiff","xslgdiff","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","hard_hit_percent","meatball_percent","whiff_percent","swing_percent","batted_ball"
"Marte, Ketel","606466","2023","29","569","650","157","97","26","9","25","109","71",16.8,10.9,".276",".485",".358","0.843","82","8","94",,".361",".338",".330",".010",".058","91.1","10.7",30.8,"37",8,6,42.8,7.3,20.5,45.5,"465"
"Haase, Eric","606992","2023","30","274","293","55","42","8","1","4","81","17",27.6,5.8,".201",".281",".247","0.528","26","4","22",,".233",".284",".308","-0.016","-0.028","87.1","13.4",29.2,"9",4.6,7.2,35.9,7.6,32.6,54,"195"
"Nimmo, Brandon","607043","2023","30","592","682","162","102","30","6","24","146","74",21.4,10.9,".274",".466",".363","0.829","68","3","89",,".359",".360",".346",".013",".013","91.8","12.2",33.5,"43",9.5,6.4,47.9,8.3,22,42.4,"451"
"Peterson, Jace","607054","2023","33","374","430","79","59","10","4","6","101","47",23.5,10.9,".211",".307",".304","0.611","37","15","35",,".275",".286",".294","-0.005","-0.025","85.7","14.4",33.5,"13",4.7,6.1,28.1,8,24.6,42.2,"278"
"Turner, Trea","607208","2023","30","639","691","170","104","35","5","26","150","45",21.7,6.5,".266",".459",".320","0.779","76","30","102",,".333",".347",".347",".000",".012","89.9","13",36.1,"41",8.4,6.9,42.2,6.5,29.6,53.1,"490"
"Beaty, Matt","607461","2023","30","61","72","14","10","4","0","0","14","6",19.4,8.3,".230",".295",".347","0.642","4","0","8",,".300",".298",".257",".032",".046","82.3","7.5",34,"0",0,4.3,14.9,4.4,21.2,48.7,"47"
"Pillar, Kevin","607680","2023","34","197","206","45","26","10","0","9","50","6",24.3,2.9,".228",".416",".248","0.664","32","4","29",,".280",".300",".336","-0.027","-0.002","87.9","17.8",39.3,"12",8,6,38.7,9.1,26.3,56.3,"150"
"Stallings, Jacob","607732","2023","33","241","276","46","29","14","0","3","67","27",24.3,9.8,".191",".286",".278","0.564","20","0","22",,".256",".261",".265","-0.002","-0.016","89.7","9.1",28.5,"10",5.6,5.6,40.2,7.8,22.6,40.9,"179"
"Ramírez, José","608070","2023","30","611","691","172","107","36","5","24","73","73",10.6,10.6,".282",".475",".356","0.831","80","28","87",,".346",".316",".338","-0.017","-0.005","90","18",36.8,"38",7,6.3,40.4,7.7,15.6,46.6,"544"
"Bregman, Alex","608324","2023","29","622","724","163","106","28","4","25","87","92",12,12.7,".262",".441",".363","0.804","98","3","103",,".351",".304",".309","-0.004",".011","88.6","17.6",35.8,"29",5.4,10.1,38.2,7,14.1,38.7,"537"
"Gallo, Joey","608336","2023","29","282","332","50","19","9","1","21","142","48",42.8,14.5,".177",".440",".301","0.741","40","1","39",,".320",".357",".300",".028",".041","93","26.4",28.6,"27",19.3,5.7,52.9,7.1,44.3,47.1,"140"
"Kelly, Carson","608348","2023","28","136","151","28","21","5","0","2","40","14",26.5,9.3,".206",".287",".278","0.565","13","1","13",,".255",".289",".263",".021",".008","86.8","15.6",27.8,"2",2.1,6.2,33,9.1,30.2,45.6,"97"
"Seager, Corey","608369","2023","29","477","536","156","81","42","0","33","88","49",16.4,9.1,".327",".623",".390","1.013","96","2","88",,".419",".395",".383",".013",".011","93.3","13",38,"60",15.2,11.4,53.2,6.6,25,55.1,"395"
"Winker, Jesse","608385","2023","29","166","197","33","27","5","0","1","51","26",25.9,13.2,".199",".247",".320","0.567","23","0","16",,".269",".284",".293","-0.005","-0.049","86.8","13.6",33.6,"5",4.3,3.4,31.9,6.6,25.1,42.6,"116"
"Murphy, Tom","608596","2023","32","145","159","42","22","12","0","8","44","10",27.7,6.3,".290",".538",".335","0.873","17","0","19",,".367",".408",".377",".029",".040","89.5","13.7",40.8,"15",14.6,4.9,44.7,8.1,30.4,52.1,"103"
"Jankowski, Travis","608671","2023","32","247","287","65","51","12","1","1","42","35",14.6,12.2,".263",".332",".357","0.689","30","19","34",,".312",".314",".304",".009",".022","85.4","8.1",28.8,"0",0,4.3,25.5,9.6,14.1,38.2,"208"
"Refsnyder, Rob","608701","2023","32","202","243","50","39","9","1","1","47","33",19.3,13.6,".248",".317",".365","0.682","28","7","31",,".314",".321",".339","-0.013","-0.067","87.7","11.9",42,"6",3.8,7,34.4,5.9,23.1,40.1,"157"
"Meneses, Joey","608841","2023","31","611","657","168","118","36","1","13","130","38",19.8,5.8,".275",".401",".321","0.722","89","0","71",,".314",".347",".312",".028",".040","89.4","9.4",32.9,"26",5.4,5,41.7,7.4,23.6,47.6,"484"
"Andujar, Miguel","609280","2023","28","84","90","21","10","7","0","4","13","6",14.4,6.7,".250",".476",".300","0.776","18","2","9",,".330",".296",".312","-0.014",".054","89.2","5.3",28.2,"5",7,4.2,42.3,9.2,21.6,51.1,"71"
"Vosler, Jason","613564","2023","29","62","65","10","4","2","1","3","25","3",38.5,4.6,".161",".371",".200","0.571","10","0","6",,".241",".270",".253",".010",".077","86","25.8",29.7,"3",8.1,10.8,21.6,6.9,37.7,50.2,"37"
"Cordero, Franchy","614173","2023","28","69","71","13","5","2","0","6","25","2",35.2,2.8,".188",".478",".211","0.689","13","0","9",,".286",".295",".344","-0.029",".038","91.4","8.8",31.8,"7",15.9,6.8,38.6,7.2,38.1,50.4,"44"
"Reyes, Franmil","614177","2023","27","59","65","11","9","0","0","2","24","4",36.9,6.2,".186",".288",".231","0.519","7","0","5",,".227",".297",".301",".010","-0.052","93","-2.1",27,"6",16.2,2.7,43.2,8.5,35.2,48.5,"37"
"Torrens, Luis","620443","2023","27","28","30","7","4","3","0","0","9","1",30,3.3,".250",".357",".300","0.657","4","0","1",,".289",".368",".349",".013",".047","86.9","22.8",47.4,"0",0,10.5,36.8,11.9,26.6,50.8,"19"
"Swanson, Dansby","621020","2023","29","565","638","138","88","25","3","22","154","66",24.1,10.3,".244",".416",".328","0.744","80","9","81",,".325",".334",".350","-0.011","-0.042","89.3","13",35.1,"45",10.9,7.3,39.7,7,28.7,47.3,"413"
"Newman, Kevin","621028","2023","29","225","253","57","38","16","0","3","34","17",13.4,6.7,".253",".364",".311","0.675","28","8","28",,".296",".291",".317","-0.019","-0.010","86.5","12",35.4,"5",2.5,5.1,29.3,7.7,14.8,46.6,"198"
"Taylor, Chris","621035","2023","32","338","384","80","49","15","1","15","125","41",32.6,10.7,".237",".420",".326","0.746","56","16","51",,".323",".374",".350",".015",".018","86.2","21.5",38.8,"21",9.8,6.1,37.4,7,35.8,47.6,"214"
"Correa, Carlos","621043","2023","28","514","580","118","69","29","2","18","131","59",22.6,10.2,".230",".399",".312","0.711","65","0","60",,".309",".306",".341","-0.023","-0.022","90.4","10.6",31.1,"37",9.6,7,45.9,6.1,25.1,43.6,"386"
"Phillips, Brett","621433","2023","29","63","71","11","7","1","0","3","36","8",50.7,11.3,".175",".333",".268","0.601","6","3","9",,".268",".407",".347",".026",".062","86.7","18.2",29.6,"2",7.4,11.1,29.6,7.4,47.1,47,"27"
"Taylor, Tyrone","621438","2023","29","231","243","54","26","17","1","10","55","8",22.6,3.3,".234",".446",".267","0.713","35","9","36",,".302",".305",".322","-0.012",".020","87.7","18.2",33.9,"12",6.8,10.2,39.5,6.6,24.9,51.9,"177"
"Buxton, Byron","621439","2023","29","304","347","63","28","17","1","17","109","35",31.4,10.1,".207",".438",".294","0.732","42","9","49",,".311",".317",".332","-0.005",".013","91.5","20.1",33.2,"29",14.6,8.5,45.7,7.4,30.6,50,"199"
"Rios, Edwin","621458","2023","29","28","34","2","0","1","0","1","16","5",47.1,14.7,".071",".214",".235","0.449","2","0","3",,".219",".167",".360","-0.083","-0.060","89.5","20.9",50,"1",8.3,0,33.3,8.5,38.9,47.1,"12"
"Stewart, DJ","621466","2023","29","160","185","39","19","9","0","11","56","15",30.3,8.1,".244",".506",".333","0.839","26","1","21",,".358",".371",".354",".012",".044","89.9","16.5",34,"13",12.3,10.4,44.3,6.3,35.8,50.8,"106"
"Ward, Taylor","621493","2023","29","356","409","90","58","18","0","14","80","39",19.6,9.5,".253",".421",".335","0.756","47","4","60",,".329",".319",".327","-0.001","-0.009","90.7","14.3",34,"23",8.2,6,43.9,7.7,21.1,44.3,"282"
"Nido, Tomás","621512","2023","29","56","61","7","7","0","0","0","18","2",29.5,3.3,".125",".125",".153","0.278","1","0","5",,".128",".179",".232","-0.036","-0.076","85","5.7",26.8,"0",0,4.9,19.5,4.5,35,62.1,"41"
"Bemboom, Anthony","621532","2023","33","11","13","2","2","0","0","0","2","2",15.4,15.4,".182",".182",".308","0.490","0","0","0",,".243",".222",".153",".057",".026","79.9","18.3",0,"0",0,0,11.1,2.4,11.8,40.5,"9"
"Remillard, Zach","621545","2023","29","147","160","37","29","7","0","1","48","8",30,5,".252",".320",".295","0.615","18","4","16",,".270",".374",".297",".052",".076","85.7","11.9",23.3,"1",1,1,20.4,8,33.1,47.2,"103"
"Wisdom, Patrick","621550","2023","31","268","302","55","23","8","1","23","111","30",36.8,9.9,".205",".500",".289","0.789","46","4","43",,".333",".348",".370","-0.013",".002","92.7","21.7",33.3,"32",20.1,4.4,54.7,7.7,33.8,46.7,"159"
"Wendle, Joey","621563","2023","33","297","318","63","42","16","3","2","67","13",21.1,4.1,".212",".306",".248","0.554","20","7","33",,".242",".270",".301","-0.021","-0.020","89.2","3.8",31.8,"8",3.4,5.1,39.4,6.3,25,47.7,"236"
"Olson, Matt","621566","2023","29","608","720","172","88","27","3","54","167","104",23.2,14.4,".283",".604",".389","0.993","139","1","127",,".413",".387",".362",".019",".046","93.7","16.1",31,"73",16.4,9.2,55.5,7,28.4,46.8,"445"
"Duffy, Matt","622110","2023","32","191","209","48","38","8","0","2","39","12",18.7,5.7,".251",".325",".306","0.631","16","1","17",,".281",".312",".334","-0.018","-0.022","86.4","8.8",35.7,"4",2.6,1.3,33.1,8.7,23,48.1,"154"
"Margot, Manuel","622534","2023","28","311","336","82","56","21","1","4","55","18",16.4,5.4,".264",".376",".310","0.686","38","9","39",,".299",".317",".318",".002",".008","87.9","10.5",28.6,"10",3.9,5.4,37.8,8.8,24.2,50.5,"259"
"Reyes, Pablo","622569","2023","29","167","185","48","37","9","0","2","21","14",11.4,7.6,".287",".377",".339","0.716","20","7","27",,".315",".324",".300",".022","-0.016","88.1","14.7",34,"6",4,8.7,36,9,14.9,41.7,"150"
"Camargo, Johan","622666","2023","29","18","20","4","4","0","0","0","4","1",20,5,".222",".222",".300","0.522","2","0","0",,".248",".286",".459","-0.135","-0.182","90","1.1",42.9,"0",0,0,50,3.7,29.3,50.6,"14"
"Mateo, Jorge","622761","2023","28","318","350","69","46","14","2","7","82","22",23.4,6.3,".217",".340",".267","0.607","34","32","58",,".265",".289",".320","-0.023","-0.031","88.4","10.4",28.3,"13",5.3,9.4,38.5,8.4,27.8,50.3,"244"
"Heineman, Tyler","623168","2023","32","38","47","9","7","1","1","0","8","8",17,17,".237",".316",".383","0.699","3","1","5",,".325",".300",".322","-0.017",".005","82.1","21.9",36.7,"0",0,3.3,26.7,5,20,47,"30"
"Velazquez, Andrew","623205","2023","28","81","94","14","9","3","0","2","30","10",31.9,10.6,".173",".284",".264","0.548","3","13","12",,".249",".275",".240",".027",".053","87.7","8.9",27.8,"2",3.7,3.7,24,8.1,34,55.8,"54"
"Lester, Josh","623507","2023","28","22","23","4","4","0","0","0","7","1",30.4,4.3,".182",".182",".217","0.399","4","0","0",,".184",".267",".292","-0.017","-0.062","85.9","-1.6",26.7,"0",0,6.7,20,8.7,30.4,50,"15"
"Ramírez, Harold","623912","2023","28","400","434","125","92","19","2","12","79","22",18.2,5.1,".313",".460",".353","0.813","68","5","58",,".349",".382",".337",".042",".047","89.1","6.1",29.4,"15",4.6,6.4,40.7,7,28.1,56.5,"327"
"Santander, Anthony","623993","2023","28","591","656","152","82","41","1","28","152","55",23.2,8.4,".257",".472",".325","0.797","95","5","81",,".340",".343",".319",".020",".046","90.6","20.2",33,"45",10.2,8.4,46,6.4,23.5,49,"443"
"Alonso, Pete","624413","2023","28","568","658","123","54","21","2","46","151","65",22.9,9.9,".217",".504",".318","0.822","118","4","92",,".346",".292",".332","-0.029","-0.023","89.5","18.2",32.3,"62",14.7,6.4,40.1,6.8,26.2,43.7,"421"
"Arroyo, Christian","624414","2023","28","195","206","47","28","16","0","3","45","7",21.8,3.4,".241",".369",".268","0.637","24","1","23",,".274",".309",".310",".005",".020","86.3","11.1",35.9,"7",4.6,5.2,32.7,6.8,25.3,59.7,"153"
"Biggio, Cavan","624415","2023","28","289","338","68","47","12","0","9","88","40",26,11.8,".235",".370",".340","0.710","40","5","54",,".318",".335",".322",".009",".000","88.4","15.7",41.4,"15",7.4,7.4,33,8.1,23.8,39.7,"203"
"Conforto, Michael","624424","2023","30","406","470","97","68","14","0","15","106","53",22.6,11.3,".239",".384",".334","0.718","58","4","58",,".315",".319",".330","-0.006","-0.032","88.9","11.9",31.9,"24",7.9,7.6,39.8,6.9,24.9,45.3,"304"
"Frazier, Adam","624428","2023","31","412","455","99","63","21","2","13","68","32",14.9,7,".240",".396",".300","0.696","60","11","59",,".302",".286",".311","-0.021",".035","85.7","15.2",40.9,"11",3.1,3.1,23.4,7.7,19.2,48.3,"350"
"Trevino, Jose","624431","2023","30","157","168","33","25","4","0","4","22","8",13.1,4.8,".210",".312",".257","0.569","15","0","15",,".252",".244",".285","-0.035","-0.032","85.8","9.6",30.9,"4",2.9,5.9,31.6,6,16.4,45.6,"136"
"Gordon, Nick","624503","2023","27","91","93","16","8","5","1","2","11","1",11.8,1.1,".176",".319",".185","0.504","7","0","13",,".213",".200",".285","-0.075","-0.109","89.1","9.2",34.6,"4",4.9,11.1,37,6.5,20.9,58.9,"81"
"McGuire, Reese","624512","2023","28","187","206","50","36","12","1","1","53","11",25.7,5.3,".267",".358",".310","0.668","16","2","15",,".293",".370",".290",".060",".077","84","2.8",33.6,"4",2.9,3.6,27,7.6,22.9,53.2,"137"
"Soler, Jorge","624585","2023","31","504","580","126","66","24","0","36","141","66",24.3,11.4,".250",".512",".341","0.853","75","1","77",,".361",".343",".363","-0.012","-0.020","91.3","17.8",36.5,"55",15,10.4,48,6.3,27.6,44.1,"367"
"Sosa, Edmundo","624641","2023","27","279","300","70","43","15","2","10","74","8",24.7,2.7,".251",".427",".293","0.720","30","4","34",,".309",".340",".323",".013",".035","86.8","13.8",34.1,"14",6.7,8.7,32.2,7.5,28.4,59.5,"208"
"Ibáñez, Andy","628451","2023","30","356","383","94","58","23","2","11","69","24",18,6.3,".264",".433",".312","0.745","41","1","42",,".320",".326",".337","-0.007","-0.013","89.1","12.9",33.2,"26",9,4.8,42.9,7.6,22.6,51.8,"289"
"Cronenworth, Jake","630105","2023","29","458","522","105","64","24","7","10","97","46",18.6,8.8,".229",".378",".312","0.690","48","6","54",,".301",".287",".300","-0.009",".008","87.4","15.2",35.7,"16",4.4,8.4,33.2,7.6,15.9,47.6,"367"
"Frazier, Clint","640449","2023","28","66","76","13","11","1","1","0","23","10",30.3,13.2,".197",".242",".303","0.545","3","4","10",,".256",".302",".292",".007","-0.004","82.5","11.4",37.2,"0",0,9.3,25.6,7.5,28.2,44.4,"43"
"Meadows, Austin","640457","2023","28","21","21","5","4","1","0","0","3","0",14.3,0,".238",".286",".238","0.524","2","0","0",,".227",".278",".268",".009",".011","90.5","16.7",22.2,"0",0,0,50,15.2,15.9,55.7,"18"
"Mercado, Óscar","640458","2023","28","31","32","9","6","3","0","0","4","1",12.5,3.1,".290",".387",".313","0.700","5","2","3",,".304",".333",".311",".019",".060","85.5","22.8",29.6,"0",0,0,33.3,13.4,23.3,53.6,"27"
"Azocar, José","640492","2023","27","91","102","21","13","6","0","2","24","4",23.5,3.9,".231",".363",".278","0.641","9","8","16",,".280",".313",".353","-0.029","-0.027","87","12.5",31.9,"5",6.9,1.4,26.4,6,23.4,57.4,"72"
"Anderson, Tim","641313","2023","30","493","524","121","100","18","2","1","122","26",23.3,5,".245",".296",".286","0.582","25","13","52",,".260",".324",".336","-0.007","-0.039","87.8","2",32.4,"11",2.9,5.9,39.4,8.4,25.3,53.5,"373"
"Bauers, Jake","641343","2023","27","242","272","49","22","15","0","12","95","27",34.9,9.9,".202",".413",".279","0.692","30","3","28",,".297",".327",".374","-0.028","-0.067","89.1","13.8",36,"28",18.7,5.3,48.7,9.1,33.3,45.8,"150"
"Bellinger, Cody","641355","2023","27","499","556","153","97","29","1","26","87","40",15.6,7.2,".307",".525",".356","0.881","97","20","95",,".370",".361",".321",".039",".091","87.9","17.2",38,"26",6.1,5.4,31.4,8.4,20.1,49.9,"424"
"Calhoun, Willie","641432","2023","28","134","149","32","20","7","0","5","20","14",13.4,9.4,".239",".403",".309","0.712","16","0","16",,".307",".278",".303","-0.021",".032","90.7","11.9",35.7,"4",3.5,7.8,42.6,8,15.7,39.7,"115"
"Crawford, J.P.","641487","2023","28","534","638","142","88","35","0","19","125","94",19.6,14.7,".266",".438",".380","0.818","65","2","94",,".359",".345",".339",".006",".054","88.3","15.1",35.3,"20",4.8,6.5,36.2,8.6,18.6,38.6,"414"
"Davis, Jonathan","641505","2023","31","90","104","22","15","4","1","2","29","7",27.9,6.7,".244",".378",".307","0.685","10","1","22",,".298",".349",".355","-0.003",".032","84.4","7.1",35.4,"3",4.6,1.5,23.1,6.7,26.8,43.7,"65"
"Delay, Jason","641511","2023","28","167","187","42","29","11","1","1","44","14",23.5,7.5,".251",".347",".319","0.666","18","0","20",,".296",".339",".288",".038",".049","83.8","12.3",34.9,"4",3.2,4,23,7.6,25.6,51.5,"126"
"Dixon, Brandon","641525","2023","31","79","86","16","10","4","0","2","31","1",36,1.2,".203",".329",".244","0.573","9","1","10",,".249",".320",".302",".018",".027","87","16.5",32,"4",8,4,32,5.8,34.9,48.6,"50"
"Dozier, Hunter","641531","2023","31","82","91","15","10","2","1","2","29","8",31.9,8.8,".183",".305",".253","0.558","9","2","8",,".247",".278",".279",".000",".022","84.4","12.3",29.6,"2",3.7,3.7,38.9,7.3,33.1,47.4,"54"
"Fraley, Jake","641584","2023","28","336","380","86","53","18","0","15","71","37",18.7,9.7,".256",".443",".339","0.782","65","21","41",,".338",".323",".330","-0.005",".041","84.6","16.5",38,"17",6.4,7.1,30.8,7.8,24.1,52,"266"
"Garver, Mitch","641598","2023","32","296","344","80","50","11","0","19","82","44",23.8,12.8,".270",".500",".370","0.870","50","0","45",,".374",".374",".353",".015",".007","90","20.5",35.5,"27",12.6,7.9,42.1,8.3,23.7,39.6,"214"
"Guillorme, Luis","641645","2023","28","107","120","24","16","6","1","1","28","10",23.3,8.3,".224",".327",".288","0.615","9","0","12",,".269",".300",".263",".031",".065","85.9","11.8",31.7,"1",1.2,2.4,25.6,10.8,17.6,41.4,"82"
"Hampson, Garrett","641658","2023","28","221","252","61","45","12","1","3","67","23",26.6,9.1,".276",".380",".349","0.729","23","5","30",,".323",".391",".341",".037",".051","86.6","11.8",37.1,"5",3.1,5.7,28.3,7.9,26.1,43.3,"159"
"Heim, Jonah","641680","2023","28","457","501","118","72","28","0","18","96","40",19.2,8,".258",".438",".317","0.755","95","2","61",,".324",".324",".325",".002",".003","89.2","17.3",34.3,"29",8,6.9,38.5,7,22.4,52,"364"
"Lewis, Kyle","641786","2023","27","51","54","8","5","2","0","1","21","3",38.9,5.6,".157",".255",".204","0.459","2","0","2",,".204",".267",".310","-0.025","-0.010","89.1","23.6",26.7,"2",6.7,3.3,26.7,6.1,35.8,47.2,"30"
"Locastro, Tim","641796","2023","30","56","67","13","8","3","0","2","22","3",32.8,4.5,".232",".393",".338","0.731","3","6","13",,".327",".382",".362",".012",".026","83.3","22.2",30.6,"3",8.3,0,22.2,9.2,32.3,52.1,"36"
"Mancini III, Trey","641820","2023","31","235","263","55","39","12","0","4","78","21",29.7,8,".234",".336",".299","0.635","28","0","31",,".280",".344",".319",".021",".007","88.9","12.3",32.5,"6",3.8,8.8,40.6,6.5,32.7,49.5,"160"
"McKinney, Billy","641856","2023","28","128","147","29","19","3","1","6","39","17",26.5,11.6,".227",".406",".320","0.726","14","1","19",,".315",".322",".347","-0.015","-0.065","89.1","12.2",43.3,"11",12.2,5.6,41.1,8.3,28.6,44.7,"90"
"McMahon, Ryan","641857","2023","28","555","627","133","76","31","3","23","198","68",31.6,10.8,".240",".431",".322","0.753","70","5","80",,".325",".369",".379","-0.005","-0.014","90.8","9.7",39.4,"41",11.4,6.4,44.2,7.4,32.2,47.4,"360"
"O'Neill, Tyler","641933","2023","28","238","266","55","32","14","0","9","67","28",25.2,10.5,".231",".403",".312","0.715","21","5","27",,".313",".322",".348","-0.019","-0.046","89.2","15",29.2,"21",12.3,5.8,43.3,7.6,27.8,44.9,"171"
"Palacios, Joshua","641943","2023","27","247","264","59","38","9","2","10","56","12",21.2,4.5,".239",".413",".279","0.692","40","5","26",,".297",".307",".336","-0.020","-0.025","91.3","7.7",30.9,"19",9.8,5.2,45.4,9.2,26.7,52,"194"
"Smith, Dominic","642086","2023","28","527","586","134","100","21","1","12","91","47",15.5,8,".254",".366",".326","0.692","46","1","57",,".306",".306",".310","-0.002","-0.031","86.3","12.8",37,"29",6.6,3.7,30.8,6.4,19.9,49,"438"
