"last_name, first_name","player_id","year","pa","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_stolen_base","b_swinging_strike","r_run","r_stolen_base_pct","xba","xslg","woba","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","batted_ball"
"Palacios, Joshua","641943","2022","49","10","8","2","0","0",30.6,2,".213",".255",".245","0.500","1","28","8",,".208",".247",".225",".221",".240","81.3","4.9",28.1,"0",0,31.3,"93.297935","91.528613125",26.1,55,"32"
"Owings, Chris","572008","2022","68","6","4","2","0","0",35.3,14.7,".107",".143",".254","0.397","1","36","6",,".145",".199",".204",".238",".286","80.4","10.8",24.2,"1",3,15.2,"93.847479375","91.246089355",38.4,42.9,"33"
"Hager, Jake","606993","2022","59","12","10","2","0","0",28.8,13.6,".240",".280",".345","0.625","0","32","4",,".165",".240",".291",".247",".280","80.8","13.9",32.4,"2",5.9,17.6,"94.036659333","91.089237667",29.5,46.9,"34"
"Bernard, Wynton","592144","2022","42","12","11","1","0","0",19,0,".286",".310",".286","0.596","3","21","9",,".236",".279",".262",".226",".236","84.6","-6.5",26.5,"0",0,26.5,"95.746017059","92.083023235",25,55.1,"34"
"Mitchell, Garrett","669003","2022","68","19","14","3","0","2",41.2,8.8,".311",".459",".373","0.832","8","34","9",,".187",".339",".365",".266",".260","92.9","9.5",41.2,"4",11.8,41.2,"100.828725882","95.111031515",31.5,48.7,"34"
"MacKinnon, David","676950","2022","57","7","7","0","0","0",29.8,10.5,".140",".140",".228","0.368","0","24","2",,".208",".280",".181",".259",".289","85","8.2",26.5,"1",2.9,20.6,"95.337789412","91.668894706",24.1,44.4,"34"
"Wong, Connor","657136","2022","56","9","5","3","0","1",28.6,8.9,".188",".313",".273","0.586","0","29","8",,".180",".362",".263",".277",".266","89.8","5.1",20.6,"4",11.8,32.4,"99.758804706","94.271729091",30.6,48.9,"34"
"Hermosillo, Michael","641684","2022","73","7","5","2","0","0",37,9.6,".115",".148",".250","0.398","1","59","7",,".169",".247",".203",".259",".296","86.6","17.4",37.1,"3",8.6,31.4,"97.961854118","92.983560882",44,50.7,"35"
"Vargas, Miguel","678246","2022","50","8","6","1","0","1",26,4,".170",".255",".200","0.455","1","23","4",,".203",".336",".200",".255",".239","89.7","25.9",25.7,"3",8.6,40,"98.538499444","93.609804857",24.3,51,"35"
"Pérez, Roberto","547379","2022","69","14","10","2","0","2",36.2,13,".233",".367",".333","0.700","0","44","8",,".212",".376",".315",".308",".314","89.3","5.4",42.9,"4",11.4,51.4,"101.789615556","95.453621714",36.6,39.9,"35"
"Lewis, Royce","668904","2022","41","12","6","4","0","2",12.2,2.4,".300",".550",".317","0.867","0","12","5",,".274",".445",".370",".319",".292","90.7","19.4",31.4,"2",5.7,40,"100.747413889","94.780763714",16.2,52.5,"35"
"Viloria, Meibrys","650619","2022","75","10","7","1","0","2",38.7,14.7,".159",".270",".280","0.550","0","43","10",,".142",".247",".256",".243",".268","88.4","5.6",31.4,"3",8.6,37.1,"97.597577222","93.017521143",38.5,37.5,"35"
"Barrera, Tres","668663","2022","53","9","8","1","0","0",30.2,3.8,".180",".200",".212","0.412","0","21","2",,".167",".214",".187",".187",".199","81.8","21.4",31.4,"0",0,14.3,"91.985822941","90.149646176",24,53.6,"35"
"Beaty, Matt","607461","2022","47","4","2","1","1","0",17,4.3,".093",".163",".170","0.333","0","9","6",,".199",".257",".158",".243",".267","83.6","10.5",22.9,"0",0,31.4,"96.810826667","92.643656286",14.7,42.4,"35"
"Sanó, Miguel","593934","2022","71","5","4","0","0","1",35.2,12.7,".083",".133",".211","0.344","1","39","1",,".167",".336",".176",".302",".293","93.9","30",30.6,"5",13.9,52.8,"102.693380556","96.171660278",37.2,39.6,"36"
"Bemboom, Anthony","621532","2022","59","6","3","2","0","1",28.8,10.2,".115",".212",".207","0.419","0","23","4",,".182",".266",".196",".246",".269","90.1","7",30.6,"2",5.6,36.1,"99.029268824","94.197804545",24.3,43.9,"36"
"Locastro, Tim","641796","2022","46","8","5","1","0","2",15.2,4.3,".186",".349",".239","0.588","8","21","13",,".253",".416",".259",".316",".303","86.5","11.8",33.3,"2",5.6,25,"96.334290556","92.286206571",23.9,55.4,"36"
"Rojas, Jose","670351","2022","57","7","5","2","0","0",33.3,0,".125",".161",".140","0.301","0","28","1",,".167",".231",".134",".182",".182","84.8","27.9",21.6,"1",2.7,32.4,"96.317041667","92.241079444",26,57.5,"37"
"Lewis, Kyle","641786","2022","62","8","5","0","0","3",30.6,8.1,".143",".304",".226","0.530","0","47","6",,".206",".400",".239",".300",".284","89.9","16.9",24.3,"4",10.8,32.4,"99.820208889","93.910104444",39.2,47.5,"37"
"Ahmed, Nick","605113","2022","54","12","7","2","0","3",27.8,3.7,".231",".442",".259","0.701","0","25","7",,".191",".292",".302",".227",".221","86.9","4.4",32.4,"2",5.4,32.4,"96.865202778","92.508848611",24.1,51.2,"37"
"Benson, Will","666181","2022","61","10","9","1","0","0",31.1,4.9,".182",".200",".250","0.450","0","26","8",,".181",".228",".212",".224",".249","84.2","10.4",18.9,"0",0,27,"96.206221667","92.304290833",30.6,42.8,"37"
"McKinney, Billy","641856","2022","57","5","3","1","0","1",28.1,7,".096",".173",".158","0.331","0","26","3",,".155",".245",".144",".200",".214","83.8","17.4",29.7,"2",5.4,21.6,"94.801226111","91.441268889",27.8,42.2,"37"
"Campusano, Luis","669134","2022","50","12","10","1","0","1",22,2,".250",".333",".260","0.593","0","28","4",,".230",".355",".257",".258",".241","87.7","16.4",26.3,"2",5.3,36.8,"99.761276842","93.942856579",31.7,62.7,"38"
"Raley, Luke","670042","2022","72","12","9","2","0","1",33.3,9.7,".197",".279",".306","0.585","0","55","7",,".177",".296",".271",".286",".298","90.1","16.9",31.6,"5",13.2,39.5,"100.628204737","94.641931351",39.9,50.7,"38"
"Brennan, Will","686823","2022","45","15","12","1","1","1",8.9,4.4,".357",".500",".400","0.900","2","10","6",,".287",".421",".385",".324",".336","89.8","5.4",34.2,"2",5.3,42.1,"98.40309","93.633083243",17.9,63.3,"38"
"Tucker, Cole","657061","2022","63","11","9","1","1","0",39.7,0,".175",".222",".175","0.397","1","32","3",,".183",".275",".172",".198",".183","82.4","4.8",39.5,"3",7.9,23.7,"94.314187368","91.434396579",28.1,46,"38"
"Contreras, Mark","676628","2022","61","7","3","1","0","3",34.4,1.6,".121",".293",".148","0.441","1","40","9",,".204",".424",".189",".304",".240","94.9","13.9",28.9,"12",31.6,57.9,"104.284496316","97.133628947",31.9,62.7,"38"
"Castro, Jason","488771","2022","88","9","6","2","0","1",45.5,9.1,".115",".179",".205","0.384","1","62","6",,".161",".280",".183",".239",".245","88.6","10",35.9,"2",5.1,35.9,"98.6215215","93.447724615",42.4,48,"39"
"Burleson, Alec","676475","2022","53","9","7","1","0","1",17,9.4,".188",".271",".264","0.535","1","21","4",,".251",".419",".245",".325",".322","91.7","4",35.9,"4",10.3,48.7,"100.518393158","95.136274211",24.7,51.1,"39"
"Peraza, Oswald","672724","2022","57","15","11","3","0","1",15.8,10.5,".306",".429",".404","0.833","2","12","8",,".276",".374",".371",".343",".378","81.6","5.4",25,"2",5,30,"95.3083725","92.10581375",17.7,49.4,"40"
"Stevenson, Cal","670276","2022","71","10","7","3","0","0",32.4,11.3,".167",".217",".261","0.478","1","29","5",,".208",".309",".224",".277",".298","87.6","10.6",32.5,"2",5,32.5,"97.164706842","92.732142895",26.3,38.8,"40"
"Park, Hoy","660829","2022","60","11","7","2","0","2",25,6.7,".216",".373",".276","0.649","1","17","7",,".208",".344",".282",".269",".270","85.1","10.3",20,"4",10,25,"96.311552105","92.268094324",20.7,38.8,"40"
"Matijevic, J.J.","656695","2022","71","14","10","2","0","2",35.2,2.8,".209",".328",".254","0.582","1","46","7",,".213",".325",".258",".259",".257","88.8","8.9",33.3,"1",2.4,42.9,"99.865977143","94.197589762",36.6,51.8,"42"
"Diaz, Jordan","672478","2022","51","13","10","3","0","0",13.7,3.9,".265",".327",".294","0.621","0","19","3",,".208",".273",".275",".229",".239","86.9","-4.8",26.2,"0",0,31,"96.129837619","92.068414524",20.4,63.6,"42"
"Robinson, Chuckie","642020","2022","60","8","4","2","0","2",28.3,0,".136",".271",".136","0.407","0","26","3",,".227",".375",".173",".260",".227","86.2","0.5",23.3,"4",9.3,30.2,"97.52340381","92.76556",25.4,59.5,"43"
"Quinn, Roman","596451","2022","87","17","12","3","2","0",41.4,8,".215",".304",".287","0.591","4","49","15",,".188",".268",".266",".244",".263","91.3","23.3",30.2,"2",4.7,41.9,"101.843556842","95.652174595",34.6,46.7,"43"
"Calhoun, Willie","641432","2022","62","7","3","3","0","1",12.9,14.5,".135",".250",".274","0.524","0","10","7",,".215",".327",".249",".309",".343","89.4","14.2",22.7,"1",2.3,38.6,"99.757001364","94.052842093",14,36.9,"44"
"Capel, Conner","668843","2022","59","16","12","0","1","3",16.9,8.5,".308",".519",".356","0.875","1","22","7",,".282",".434",".371",".336",".335","87.6","7.9",34.1,"3",6.8,31.8,"97.990665455","93.173799773",24.8,45,"44"
"Heredia, Guillermo","628338","2022","82","12","5","3","1","3",39,7.3,".158",".342",".220","0.562","0","57","12",,".160",".289",".246",".228",".222","86","14.6",38.6,"5",11.4,31.8,"97.683478636","92.851456136",35.8,54.8,"44"
"Cameron, Daz","663662","2022","70","14","9","3","1","1",28.6,7.1,".219",".344",".286","0.630","2","35","6",,".223",".401",".280",".303",".289","90.4","17.1",43.2,"4",9.1,43.2,"100.319888182","94.301869318",30.7,47.7,"44"
"Soto, Livan","670869","2022","59","22","15","5","1","1",22,3.4,".400",".582",".414","0.996","1","15","9",,".279",".332",".424",".281",".301","83.8","19.8",40.9,"0",0,15.9,"92.851194286","90.623598049",16.8,50.7,"44"
"Lagares, Juan","501571","2022","62","11","8","2","1","0",24.2,3.2,".183",".250",".210","0.460","0","31","4",,".216",".305",".203",".242",".241","88.4","14.4",40,"1",2.2,40,"98.693379565","93.50569",27.6,52.7,"45"
"Pinto, René","650907","2022","83","17","12","3","0","2",42.2,2.4,".212",".325",".241","0.566","0","63","5",,".187",".278",".249",".219",".216","89.1","12.6",20,"2",4.4,42.2,"100.210100435","94.321997111",36.8,56,"45"
"Jankowski, Travis","608671","2022","64","9","9","0","0","0",15.6,12.5,".164",".164",".281","0.445","3","9","11",,".198",".230",".222",".259",".310","80.5","-3.2",22.2,"0",0,22.2,"92.702330952","90.908144524",9.9,39.1,"45"
"Maton, Nick","665155","2022","85","18","10","2","1","5",34.1,11.8,".250",".514",".341","0.855","0","57","13",,".217",".357",".364",".306",".318","86.6","18.6",37.8,"3",6.7,31.1,"96.703721364","92.378948864",35.4,48.8,"45"
"León, Sandy","506702","2022","86","12","9","3","0","0",31.4,15.1,".169",".211",".298","0.509","0","30","6",,".187",".238",".246",".263",".312","84.3","21.4",39.1,"0",0,26.1,"94.152679545","91.268422093",25.2,38,"46"
"Encarnación, Jerar","666464","2022","81","14","8","3","0","3",39.5,3.7,".182",".338",".210","0.548","2","73","7",,".184",".296",".236",".231",".220","90.5","8",30.4,"3",6.5,41.3,"100.049450435","94.552698043",42.7,54.6,"46"
"Thaiss, Matt","642136","2022","81","15","12","1","0","2",29.6,13.6,".217",".319",".321","0.640","1","42","9",,".212",".325",".286",".289",".317","88.5","7.5",21.7,"3",6.5,37,"98.469698696","93.243073043",34.2,46.9,"46"
"Palacios, Jermaine","650339","2022","77","10","8","0","0","2",35.1,5.2,".143",".229",".184","0.413","0","53","8",,".191",".313",".184",".237",".230","87.5","4.5",34.8,"3",6.5,39.1,"98.38676913","93.33343",35,58.4,"46"
"Muñoz, Yairo","622168","2022","60","12","7","2","0","3",16.7,5,".211",".404",".250","0.654","1","28","7",,".226",".328",".283",".263",".265","85","1.3",14.9,"2",4.3,36.2,"97.975921667","93.119471277",25.2,59.1,"47"
"Groshans, Jordan","677954","2022","65","16","15","0","0","1",20,6.2,".262",".311",".308","0.619","0","18","9",,".234",".305",".278",".263",".281","87.1","5",37.5,"1",2.1,37.5,"98.61393375","93.529322917",17.9,44.5,"48"
"Bouchard, Sean","656248","2022","97","22","13","6","0","3",25.8,21.6,".297",".500",".454","0.954","0","37","9",,".244",".349",".417",".360",".421","89.8","15.3",44,"1",2,40,"100.2424568","94.5028188",27.8,37.8,"50"
"Gosselin, Phil","594838","2022","77","11","10","0","1","0",31.2,2.6,".149",".176",".182","0.358","0","31","6",,".177",".254",".163",".207",".209","86.4","15",30,"1",2,36,"96.7428284","92.3714142",27.1,46.5,"50"
"Stefanic, Michael","683021","2022","69","12","10","2","0","0",17.4,7.2,".197",".230",".279","0.509","0","16","5",,".217",".279",".239",".266",".297","84.8","5",28,"1",2,22,"93.49606","90.955379592",19.2,41.4,"50"
"Rios, Edwin","621458","2022","92","21","13","1","0","7",39.1,5.4,".244",".500",".293","0.793","0","54","12",,".225",".457",".338",".312",".276","88.5","10.9",46,"7",14,40,"99.4546952","93.782557",34.9,50.4,"50"
"Garrett, Stone","656448","2022","84","21","9","8","0","4",32.1,3.6,".276",".539",".309","0.848","3","59","13",,".198",".369",".360",".268",".240","92.9","22.8",28,"5",10,52,"101.2777156","95.5788512",35,56.7,"50"
"Astudillo, Willians","553902","2022","55","13","12","0","0","1",5.5,1.8,".241",".296",".255","0.551","1","14","5",,".265",".315",".243",".265",".279","83","15.5",27.5,"0",0,21.6,"95.272520769","91.848511961",17.2,66,"51"
"Strange-Gordon, Dee","543829","2022","59","18","16","1","1","0",13.6,0,".305",".356",".305","0.661","3","15","6",,".220",".268",".288",".213",".220","84.4","1.3",25.5,"0",0,17.6,"92.76007","90.491009184",16.4,59.2,"51"
"Davis, Jonathan","641505","2022","91","17","16","1","0","0",28.6,15.4,".224",".237",".344","0.581","7","29","9",,".218",".262",".278",".284",".340","84.6","2.8",33.3,"0",0,21.6,"95.4263956","91.7385968",25,41.5,"51"
"Mathias, Mark","664029","2022","91","20","11","3","0","6",33,9.9,".247",".506",".319","0.825","3","49","13",,".214",".384",".353",".298",".290","90.2","11.8",34.6,"6",11.5,46.2,"99.592462692","93.998095769",34.6,39.4,"52"
"Casas, Triston","671213","2022","95","15","9","1","0","5",24.2,20,".197",".408",".358","0.766","1","39","11",,".193",".356",".344",".325",".354","86","2.2",28.3,"4",7.5,41.5,"99.403010741","93.836791698",26.3,37.9,"53"
"Mayfield, Jack","608686","2022","74","13","10","1","1","1",23,4.1,".186",".271",".230","0.501","1","23","8",,".187",".257",".224",".221",".231","84.5","13.5",24.5,"1",1.9,24.5,"93.707298519","91.084710943",24.4,48.2,"53"
